RESOLUCAO;EMPRESA;AUTORIZACAO;MARCA;PROCESSO;REGISTRO;VENDA E EMPREGO;VENCIMENTO;APRESENTACAO;VALIDADE PRODUTO;CATEGORIA;ASSUNTO PETICAO;EXPEDIENTE PETICAO;VERSAO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.012-4;PRODUTO DE VENDA LIVRE;04/2028;BOMBONA PLÁSTICA TRANSLÚCIDA;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;LIMÃO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.013-2;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLASTICO TRANSPARENTE;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1205631/21-6;PINHO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.013-2;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLASTICO TRANSPARENTE;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;PINHO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.014-0;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLÁSTICO TRANSLÚCIDO;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;PINHO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.014-0;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLÁSTICO TRANSLÚCIDO;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1205631/21-6;PINHO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.015-9;PRODUTO DE VENDA LIVRE;04/2028;BOMBONA PLÁSTICA TRANSLÚCIDA;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1205631/21-6;PINHO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.015-9;PRODUTO DE VENDA LIVRE;04/2028;BOMBONA PLÁSTICA TRANSLÚCIDA;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;PINHO
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.016-7;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLASTICO TRANSPARENTE;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1205631/21-6;ERVA DOCE
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.016-7;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLASTICO TRANSPARENTE;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;ERVA DOCE
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.017-5;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLÁSTICO TRANSLÚCIDO;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;ERVA DOCE
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.017-5;PRODUTO DE VENDA LIVRE;04/2028;FRASCO DE PLÁSTICO TRANSLÚCIDO;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1205631/21-6;ERVA DOCE
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.018-3;PRODUTO DE VENDA LIVRE;04/2028;BOMBONA PLÁSTICA TRANSLÚCIDA;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1212869/21-4;ERVA DOCE
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;AQUAFAST PRODUTOS DE LIMPEZA E HIGIENE LTDA;3.02759-1;DESINFETANTE AQUAFAST;25351.629000/2007-11;3.2759.0017.018-3;PRODUTO DE VENDA LIVRE;04/2028;BOMBONA PLÁSTICA TRANSLÚCIDA;36 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1205631/21-6;ERVA DOCE
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ARRUDA PRODUTOS DE LIMPEZA LTDA;3.06408-4;KAPOL SODA LIQUIDA 50%;25351.137950/2021-72;3.6408.0003.001-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;SODA + GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ARRUDA PRODUTOS DE LIMPEZA LTDA;3.06408-4;KAPOL SODA LIQUIDA 50%;25351.137950/2021-72;3.6408.0003.002-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;SODA + FRASCO + CAIXA DE PAPELAO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;BB INDUSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA;3.08844-2;CREPNEW 710;25351.092794/2021-11;3.8844.0004.001-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;BOMBONA PLASTICA;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;BRILHO XIKE PRODUTOS DE LIMPEZA LTDA- ME;3.03499-0;CLEAN GRASS;25351.134749/2020-52;3.3499.0015.001-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;FRASCO DE PLASTICO OPACO;24 Meses;3222051 DESINFETANTE PARA USO ESPECÍFICO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CALLAMARYS INDUSTRIA E COMERCIO DE COSMETICOS E SANEANTES LTDA;3.05881-1;ÁLCOOL EM GEL QUALITÁ 70º INPM;25351.673386/2020-76;3.5881.0005.001-1;PRODUTO DE VENDA LIVRE;05/2031;FRASCO DE PLÁSTICO TRANSLÚCIDO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CENTRO OESTE OLEO QUIMICA LTDA;3.04393-9;SODA CÁUSTICA OESTE;25351.131182/2021-43;3.4393.0007.001-1;PRODUTO DE VENDA LIVRE;05/2031;SODA CÁUSTICA + FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO;24 Meses;3222030 DESINCRUSTANTE ALCALINO;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CERAS JOHNSON;3.00063-1;MR MUSCULO 1 TIRA LIMO;25351.630704/2019-71;3.0063.0630.003-1;PRODUTO DE VENDA LIVRE;03/2030;SACO PLÁSTICO (EMBALAGEM PRIMÁRIA). O PRODUTO NÃO POSSUI EMBALAGEM SECUNDÁRIA.;Dias;3205061 DESINFETANTE PARA USO GERAL;332 REG. SANEANTES - Nova Embalagem de Produto;1229280/21-9;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CHESIQUÍMICA LTDA;3.03036-0;CHESY ÁLCOOL GEL 70;25351.997262/2021-64;3.3036.0021.001-4;PRODUTO DE VENDA LIVRE;05/2031;FRASCO DE PLASTICO TRANSPARENTE COM VALVULA DOSADORA + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CHESIQUÍMICA LTDA;3.03036-0;CHESY ÁLCOOL GEL 70;25351.997262/2021-64;3.3036.0021.002-2;PRODUTO DE VENDA LIVRE;05/2031;BOMBONA PLÁSTICA TRANSLÚCIDA + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLEANER INDUSTRIA QUIMICA LTDA.;3.01838-8;DESINFETANTE CLEANER;25351.552523/2013-28;3.1838.0018.001-7;PRODUTO DE VENDA LIVRE;02/2029;FRASCO;12 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1150145/21-8;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLEANER INDUSTRIA QUIMICA LTDA.;3.01838-8;DESINFETANTE CLEANER;25351.552523/2013-28;3.1838.0018.002-5;PRODUTO DE VENDA LIVRE;02/2029;FRASCO;12 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1150145/21-8;FLORAL
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLEANER INDUSTRIA QUIMICA LTDA.;3.01838-8;DESINFETANTE CLEANER;25351.552523/2013-28;3.1838.0018.003-3;PRODUTO DE VENDA LIVRE;02/2029;FRASCO;12 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1150145/21-8;AIR CLEAN
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLEANER INDUSTRIA QUIMICA LTDA.;3.01838-8;DESINFETANTE CLEANER;25351.552523/2013-28;3.1838.0018.004-1;PRODUTO DE VENDA LIVRE;02/2029;FRASCO;12 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1150145/21-8;POLUS
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLEANER INDUSTRIA QUIMICA LTDA.;3.01838-8;DESINFETANTE CLEANER;25351.552523/2013-28;3.1838.0018.005-1;PRODUTO DE VENDA LIVRE;02/2029;FRASCO;12 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1150145/21-8;INCOLOR
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLEANER INDUSTRIA QUIMICA LTDA.;3.01838-8;DESINFETANTE CLEANER;25351.552523/2013-28;3.1838.0018.006-8;PRODUTO DE VENDA LIVRE;02/2029;FRASCO;12 Meses;3205061 DESINFETANTE PARA USO GERAL;389 REG. SANEANTES - Alteração de Rotulagem de Produto;1150145/21-8;DREAMS
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLOROFORT COMERCIO DE PRODUTOS PARA LIMPEZA LTDA;3.09216-0;CLOROFORT ECONÔMICO;25351.137971/2021-98;3.9216.0003.001-2;PRODUTO DE VENDA LIVRE;05/2031;VERSÃO 1 + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205045 DESINFETANTE PARA PISCINAS;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;CLOROFORT COMERCIO DE PRODUTOS PARA LIMPEZA LTDA;3.09216-0;CLOROFORT ECONÔMICO;25351.137971/2021-98;3.9216.0003.002-0;PRODUTO DE VENDA LIVRE;05/2031;VERSÃO 1 + TUBO DE PAPELÃO COM TAMPA E FUNDO METÁLICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205045 DESINFETANTE PARA PISCINAS;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + TUBO DE PAPELÃO COM TAMPA E FUNDO METÁLICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;COLGATE PALMOLIVE INDUSTRIAL LTDA;3.04146-6;PINHO SOL 2x PODER FRAGRÂNCIA SUAVE;25351.109559/2021-88;3.4146.0413.001-7;PRODUTO DE VENDA LIVRE;05/2031;FRAGRÂNCIA SUAVE + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;18 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;Condesp Indústria e Comércio de Detergentes, Saneantes e Perfumaria Ltda.;3.01324-2;DETERGENTE CONDESP CLOROJAT RAMALET;25351.540717/2012-89;3.1324.0040.001-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;02/2028;BOMBONA PLASTICA OPACA + CAIXA DE PAPELAO;6 Meses;3222030 DESINCRUSTANTE ALCALINO;330 REG. SANEANTES - Modificação de Fórmula de Produto;1164089/21-8;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;E. C. Cassiolato Pinto Produtos de Limpeza;3.04174-2;REYLIMP - DESINFETANTE USO GERAL;25351.277521/2020-56;3.4174.0002.001-3;PRODUTO DE VENDA LIVRE;05/2031;CAMPESTRE + GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;E. C. Cassiolato Pinto Produtos de Limpeza;3.04174-2;REYLIMP - DESINFETANTE USO GERAL;25351.277521/2020-56;3.4174.0002.002-1;PRODUTO DE VENDA LIVRE;05/2031;FRESH + GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;E. C. Cassiolato Pinto Produtos de Limpeza;3.04174-2;REYLIMP - DESINFETANTE USO GERAL;25351.277521/2020-56;3.4174.0002.003-1;PRODUTO DE VENDA LIVRE;05/2031;MARINE + GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;E. C. Cassiolato Pinto Produtos de Limpeza;3.04174-2;REYLIMP - DESINFETANTE USO GERAL;25351.277521/2020-56;3.4174.0002.004-8;PRODUTO DE VENDA LIVRE;05/2031;FLOWERS + GALAO PLASTICO + GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;E. C. Cassiolato Pinto Produtos de Limpeza;3.04174-2;REYLIMP - DESINFETANTE USO GERAL;25351.277521/2020-56;3.4174.0002.005-6;PRODUTO DE VENDA LIVRE;05/2031;DREAN + GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;E. C. Cassiolato Pinto Produtos de Limpeza;3.04174-2;REYLIMP - DESINFETANTE USO GERAL;25351.277521/2020-56;3.4174.0002.006-4;PRODUTO DE VENDA LIVRE;05/2031;DREAN + GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ECO RENOVA LTDA - ME;3.06148-6;ECO RENOVA HPC CLEANER;25351.137810/2021-02;3.6148.0001.001-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;SEM VERSÃO + FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222045 SANITIZANTE PARA INDÚSTRIA ALIMENTÍCIA;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: SEM VERSÃO + FRASCO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ECO RENOVA LTDA - ME;3.06148-6;ECO RENOVA HPC CLEANER;25351.137810/2021-02;3.6148.0001.002-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;SEM VERSÃO + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222045 SANITIZANTE PARA INDÚSTRIA ALIMENTÍCIA;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: SEM VERSÃO + GALAO PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ECO RENOVA LTDA - ME;3.06148-6;ECO RENOVA HPC CLEANER;25351.137810/2021-02;3.6148.0001.003-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;SEM VERSÃO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3222045 SANITIZANTE PARA INDÚSTRIA ALIMENTÍCIA;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: SEM VERSÃO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;EKOTEK ESPECIALIDADES QUÍMICAS INDÚSTRIA E COMÉRCIO LTDA - EPP;3.05324-7;EKO DET MINER;25351.075947/2021-58;3.5324.0007.001-0;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;GALAO PLASTICO;24 Meses;3103084 DESENGRAXANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;EKOTEK ESPECIALIDADES QUÍMICAS INDÚSTRIA E COMÉRCIO LTDA - EPP;3.05324-7;EKO DET MINER;25351.075947/2021-58;3.5324.0007.002-9;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;BOMBONA PLASTICA;24 Meses;3103084 DESENGRAXANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;EKOTEK ESPECIALIDADES QUÍMICAS INDÚSTRIA E COMÉRCIO LTDA - EPP;3.05324-7;EKO DET MINER;25351.075947/2021-58;3.5324.0007.003-7;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;05/2031;TAMBOR PLASTICO;24 Meses;3103084 DESENGRAXANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.001-7;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;LAVANDA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.002-5;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;LAVANDA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.003-3;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;BOMBONA PLASTICA + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;LAVANDA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.004-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;SACHET + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;LAVANDA
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.005-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;FLORAL
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.006-8;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;FLORAL
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.007-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;BOMBONA PLASTICA + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;FLORAL
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.008-4;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;SACHET + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;FLORAL
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.009-2;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;FRASCO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;ALGAS MARINHAS
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.010-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;ALGAS MARINHAS
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.011-4;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;BOMBONA PLASTICA + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;ALGAS MARINHAS
RESOLUÇÃO RE Nº 2.115, DE 27 DE Maio DE 2021;ELFEN INDUSTRIA E COMERCIO LTDA - ME;3.05215-1;DC BACT DESINFETANTE CONCENTRADO USO GERAL;25351.361015/2013-49;3.5215.0007.012-2;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;10/2028;SACHET + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;3782 REG. SANEANTES - Retificação de Publicação de Registro;0949526/21-5;ALGAS MARINHAS
